Preprocessing,Model,Train Size,Test Size,Validation Size,Overall Accuracy,Class 0 Accuracy,Class 1 Accuracy,Class 2 Accuracy,Recall,Precision,Kappa,F1 Score,Train Time
raw_whi,rnn,320000,40000,40000,0.927075,0.9398985745614036,0.9424506264599702,0.8912330467157167,0.9245274159123636,0.9266296592626228,0.8898302444014432,0.927075,107.9334409236908
raw_whi,transformer,320000,40000,40000,0.9439,0.9501611023514088,0.9561023346847476,0.9199603853425768,0.9420746074595776,0.9419003433922178,0.915264699757824,0.9439,420.56053400039673
ln,atbi-rnn,320000,40000,40000,0.916675,0.9320301783264746,0.9296457338370518,0.8810464401720657,0.9142407841118642,0.9171525698355985,0.8741496915223166,0.916675,205.03220868110657
ln,gru,320000,40000,40000,0.91565,0.9309993893751272,0.9241017645808236,0.8846636771300448,0.9132549436953318,0.9159150527990384,0.8724298328492224,0.91565,93.23585772514345
ln,lstm,320000,40000,40000,0.908025,0.9222056429734128,0.9210451576256744,0.8728965270318654,0.905382442543651,0.9094051783799832,0.8608374286084,0.908025,92.21139073371889
ln,RF,320000,40000,40000,0.928525,0.9391684303953028,0.9338366213232676,0.9081506364922206,0.9270518960702636,0.9278624441007116,0.8921032671025995,0.928525,161.63123083114624
ln,rnn,320000,40000,40000,0.92215,0.9353137146029984,0.936734693877551,0.8872781584958707,0.9197755223254734,0.9222643897226094,0.8824493128439441,0.92215,109.39972114562988
ln,transformer,320000,40000,40000,0.943025,0.9513665319542436,0.9536842105263158,0.9184826472962068,0.9411777965922552,0.9412884884644452,0.9139509747043344,0.943025,380.0705196857453
7days_ln,atbi-gru,320000,40000,40000,0.926925,0.9402423163803136,0.9445187636414842,0.887200572041473,0.9239872173544236,0.9261065249205638,0.8895420943335492,0.926925,256.3194830417633
7days_ln,atbi-lstm,320000,40000,40000,0.934125,0.9463632669646486,0.948915969958906,0.8991007194244605,0.9314599854493384,0.9331211579765551,0.9003948213199899,0.934125,284.9624857902527
7days_ln,atbi-rnn,320000,40000,40000,0.936475,0.94855896981672,0.9500142612664004,0.9039738029914152,0.934182344691512,0.9356518143176292,0.9040615044817748,0.936475,358.3614876270294
7days_ln,bi-gru,320000,40000,40000,0.937675,0.9520416552480132,0.952482269503546,0.900654635527247,0.9350595200929354,0.9374490500471,0.905844362415526,0.937675,256.35531544685364
7days_ln,bi-lstm,320000,40000,40000,0.93595,0.9492802824551874,0.9497146932952923,0.9013508709562744,0.933448615568918,0.9354214570439576,0.9032153825647922,0.93595,283.37998485565186
7days_ln,bi-rnn,320000,40000,40000,0.940875,0.9542167030567684,0.9570769776516496,0.903191394790648,0.938161691833022,0.9400606229161266,0.9106658059446128,0.940875,358.2381389141083
